rank,company,ownership,total_income,operating_income,profit,profit_margin_percentage,cash_balance,debt,total_assets,net_worth,employees,debt_to_assets,return_on_assets,revenue_per_employee,profit_per_employee,category_size,profitability_category,sector,stability_score
240,Reliance Power,Anil Ambani,10320.0,7893.0,-2068.0,7.8,918.0,18766.0,32792.0,11614.0,1277,57.227372529885336,-6.306416199072945,8.081440877055599,-1.6194205168363351,Medium,Low,Power & Energy,-14.648741156379604
241,Supreme Industries,Taparia family,10313.0,10134.0,1070.0,10.4,1187.0,55.0,5200.0,5109.0,5565,1.0576923076923077,20.576923076923077,1.8531895777178795,0.19227313566936208,Medium,Medium,Other,3.5598846153846155
242,Nirma,Karsanbhai Patel,10285.0,10403.0,282.0,2.7,1519.0,6811.0,18551.0,9504.0,4069,36.71500188669074,1.5201336855156056,2.5276480707790614,0.06930449741951339,Medium,Low,Other,-9.85772141663522
243,Supermarket Grocery Supplies,Tata,10230.0,10062.0,-1415.0,7.8,44.0,1582.0,3274.0,880.0,4069,48.32009773976787,-43.21930360415394,2.5141312361759645,-0.34775129024330304,Medium,Low,Other,-12.717727550397067
244,India Yamaha Motor,MNC,10147.0,9671.0,705.0,7.0,1085.0,0.0,3182.0,3061.0,4069,0.0,22.155876807039597,2.493733103956746,0.17326124354878347,Medium,Low,Automobile,2.911313639220616
245,South Indian Bank,Diversified,10127.0,8613.0,1070.0,10.6,10022.0,105831.0,117638.0,8826.0,9836,89.96327717234227,0.9095700368928407,1.0295851972346481,0.1087840585603904,Medium,Medium,Banking & Financial Services,-23.473753038984004
246,Ashoka Buildcon,"Parakh, Katariya families",10112.0,9798.0,503.0,5.0,816.0,5388.0,14374.0,2220.0,2201,37.48434673716432,3.4993738694865733,4.594275329395729,0.22853248523398456,Medium,Low,Other,-9.363962710449421
247,Welspun India,B.K. Goenka,9983.0,9679.0,681.0,6.8,255.0,2632.0,7735.0,4516.0,21929,34.02714932126697,8.804137039431158,0.4552419170960828,0.031054767659263988,Small,Low,Other,-7.685468648998061
248,Persistent Systems,Anand Deshpande,9950.0,9822.0,1093.0,11.0,1023.0,451.0,5468.0,4958.0,21950,8.247988295537674,19.98902706656913,0.4533029612756264,0.04979498861047836,Small,Medium,Other,1.562801755669349
249,Karur Vysya Bank,Diversified,9863.0,8204.0,1605.0,16.3,5659.0,91591.0,105719.0,10040.0,8889,86.6362716257248,1.518175540820477,1.1095736303296209,0.18056024299696255,Small,Medium,Banking & Financial Services,-20.759812238102896
250,Balkrishna Industries,Arvind Poddar,9851.0,9369.0,1471.0,14.9,80.0,3099.0,12079.0,8854.0,2778,25.656097359052904,12.178160443745343,3.5460763138948885,0.5295176385889129,Small,Medium,Other,-2.6819413858763146
251,Vardhman Textiles,Paul Oswal,9777.0,9505.0,632.0,6.5,88.0,1791.0,11012.0,9100.0,24929,16.264075553941154,5.73919360697421,0.3921938304785591,0.025351999679088612,Small,Low,Other,-2.51284053759535
252,Thermax,Anu Aga,9717.0,9323.0,645.0,6.6,975.0,1277.0,5887.0,4440.0,2843,21.691863427891967,10.956344487854595,3.4178684488216673,0.22687302145620822,Small,Low,Other,-3.9753083064379147
253,Birla Corporation,M.P. Birla Group,9703.0,9663.0,421.0,4.3,159.0,3903.0,11407.0,5743.0,3077,34.21583238362409,3.690716226878233,3.1533961650958724,0.1368215794605135,Small,Low,Other,-8.598147628649075
254,Blue Star,Ashok Advani,9650.0,9685.0,415.0,4.3,377.0,243.0,2920.0,2610.0,3992,8.321917808219178,14.212328767123289,2.4173346693386772,0.10395791583166333,Small,Low,Other,-0.5965068493150685
255,Mahindra CIE Automotive,MNC,9632.0,9280.0,1125.0,11.7,239.0,855.0,7047.0,5988.0,1604,12.132822477650064,15.964240102171138,6.00498753117207,0.7013715710723192,Small,Medium,Automobile,0.49622108698737005
256,Karnataka Bank,Diversified,9617.0,8299.0,1307.0,13.6,7993.0,102457.0,116204.0,10343.0,8907,88.16994251488761,1.1247461361054696,1.0797125856068261,0.14673852026496015,Small,Medium,Banking & Financial Services,-22.03473099032735
257,Cummins India,MNC,9605.0,9000.0,1721.0,17.9,1513.0,127.0,6934.0,6612.0,1356,1.8315546582059417,24.819728872223827,7.083333333333333,1.269174041297935,Small,Medium,Other,5.66056821459475
258,Edelweiss Financial Services,Rashesh Shah & Associates,9602.0,9523.0,421.0,4.4,3331.0,20358.0,26407.0,4762.0,4069,77.0931949861779,1.5942742454652177,2.359793561071516,0.10346522487097567,Small,Low,Other,-21.450844851743856
259,GMR Airports Infrastructure,G.M. Rao family,9542.0,8755.0,-559.0,7.8,2826.0,35887.0,41950.0,-2164.0,182,85.54707985697259,-1.33253873659118,52.42857142857143,-3.0714285714285716,Small,Low,Construction & Infrastructure,-23.037301549463646
260,Godrej Properties,Godrej Group,9519.0,3036.0,725.0,7.6,2920.0,10679.0,21012.0,9993.0,3015,50.823339044355606,3.450409289929564,3.157213930348259,0.24046434494195687,Small,Low,Other,-12.570199885779555
261,The Ramco Cements,P.R. Venketrama Raja,9442.0,9376.0,360.0,3.8,137.0,4937.0,12261.0,7238.0,3647,40.26588369627274,2.936138977244923,2.5889772415684122,0.09871126953660543,Small,Low,Construction & Infrastructure,-10.578807601337573
262,DBS Bank India,MNC,9409.0,7837.0,377.0,4.0,9679.0,106430.0,129893.0,12579.0,4069,81.93667095224531,0.29023888893165917,2.312361759646105,0.0926517571884984,Small,Low,Banking & Financial Services,-23.060293472319525
263,G R Infraprojects,VK Agarwal & Associates,9395.0,8980.0,1324.0,14.1,740.0,3817.0,11437.0,7592.0,14432,33.37413657427647,11.576462359010229,0.6509839246119734,0.09174057649667405,Small,Medium,Construction & Infrastructure,-5.2377712686893405
264,Team Lease Services,"Sabharwal, Reddy",9371.0,9322.0,112.0,1.2,421.0,105.0,1053.0,798.0,2354,9.971509971509972,10.63627730294397,3.9808836023789294,0.0475785896346644,Small,Low,Other,-2.038765432098766
265,Gujarat State Fert. & Chemicals,Govt of Gujarat,9352.0,9155.0,564.0,6.0,2303.0,5.0,13304.0,12727.0,2855,0.037582681900180395,4.239326518340349,3.275656742556918,0.19754816112084064,Small,Low,Other,2.208132892363199
266,Escorts Kubota,MNC,9344.0,8850.0,1049.0,11.2,1179.0,53.0,9298.0,9176.0,699,0.5700150570015057,11.281996128199614,13.36766809728183,1.5007153075822603,Small,Medium,Other,3.7399956979995697
267,TVS Supply Chain Solutions,TVS-Dinesh R (T S Rajam Group),9329.0,9200.0,-101.0,7.8,597.0,2199.0,4114.0,1815.0,3615,53.451628585318424,-2.455031599416626,2.580636237897649,-0.02793914246196404,Small,Low,Other,-13.415566358774916
268,Coforge,MNC,9240.0,9179.0,808.0,8.7,335.0,726.0,4684.0,3627.0,14318,15.499573014517507,17.25021349274125,0.6453415281463891,0.05643246263444615,Small,Low,Other,-1.3805636208368919
269,Concor,Govt of India,9211.0,8812.0,1261.0,13.7,3296.0,914.0,12961.0,11823.0,1297,7.051925005786591,9.729187562688065,7.1017733230532,0.9722436391673092,Small,Medium,Other,2.5398665226448567
270,Manappuram Finance,V.P. Nandakumar,8920.0,8848.0,2189.0,24.5,3181.0,34320.0,45897.0,11548.0,22470,74.77612915876854,4.769374904677866,0.3969737427681353,0.09741878059635069,Small,High,Banking & Financial Services,-14.673589777109612
271,Sonata Software,Rajan Raheja Group,8808.0,8613.0,309.0,3.5,865.0,765.0,2199.0,1406.0,3750,34.78854024556617,14.051841746248295,2.3488,0.0824,Small,Low,IT & Technology,-8.726853115052297
272,Hatsun Agro Product,R. G. Chandramogan,8760.0,7990.0,267.0,3.1,53.0,2698.0,4308.0,1572.0,2488,62.62766945218199,6.197771587743732,3.5209003215434085,0.10731511254019292,Small,Low,Other,-17.431884865366758
273,Deepak Fertilizers,C.K. Mehta,8743.0,8697.0,443.0,5.1,361.0,4149.0,9740.0,5408.0,995,42.59753593429158,4.548254620123203,8.786934673366835,0.4452261306532663,Small,Low,Other,-10.85088295687885
274,PNC Infratech,P.K. Jain,8731.0,8650.0,909.0,10.4,1379.0,8025.0,14117.0,5185.0,8845,56.84635545795849,6.439045122901467,0.9871113623516111,0.10276992651215376,Small,Medium,IT & Technology,-13.48558900616278
275,Sammaan Capital,Diversified,8625.0,8579.0,1214.0,14.1,4424.0,48493.0,68285.0,19792.0,4358,71.01559639745186,1.7778428644651094,1.97911886186324,0.278568150527765,Small,Medium,Banking & Financial Services,-16.726164604232263
276,Piramal Pharma,Ajay Piramal,8605.0,8171.0,18.0,0.2,483.0,4710.0,12822.0,7911.0,4780,36.73373888628919,0.14038371548900327,1.8002092050209204,0.0037656903765690376,Small,Low,Pharmaceuticals,-10.649780065512399
277,Delhivery,Diversified,8603.0,8142.0,-249.0,7.8,403.0,1169.0,10379.0,9145.0,23381,11.263127468927642,-2.3990750554003277,0.36794833411744576,-0.010649672811257003,Small,Low,Other,-0.7791540610848832
278,Kansai Nerolac Paints,MNC,8554.0,7801.0,1185.0,13.9,260.0,276.0,5899.0,5583.0,3784,4.67875911171385,20.08815053398881,2.260570824524313,0.3131606765327696,Small,Medium,Other,3.4769503305645024
279,SpiceJet,Ajay Singh family,8527.0,7085.0,-423.0,7.8,215.0,5379.0,359.0,-5217.0,4069,1498.3286908077994,-117.82729805013928,2.095600884738265,-0.1039567461292701,Small,Low,Other,-449.09537604456824
280,P.N. Gadgil & Sons,Govind Gadgil & Dr Renu Gadgil,8439.0,8451.0,136.0,1.6,60.0,449.0,1179.0,669.0,4069,38.08312128922816,11.535199321458864,2.0739739493733103,0.033423445564020646,Small,Low,Other,-10.404054283290925
281,Gujarat Narmada Valley Fertilizers & Chemicals,Govt of Gujarat,8419.0,7930.0,497.0,5.9,1529.0,3.0,9322.0,8309.0,2134,0.03218193520703712,5.331473932632482,3.945173383317713,0.23289597000937207,Small,Low,Other,2.199779017378245
282,Hero Fincorp,Munjal family,8360.0,8357.0,637.0,7.6,158.0,46297.0,52069.0,5772.0,3509,88.91470932800706,1.2233766732604814,2.3824451410658307,0.18153320034197779,Small,Low,Other,-24.069338377921603
283,Motherson Sumi Wiring India,Vivek Chaand Sehgal,8341.0,8328.0,638.0,7.7,268.0,259.0,1985.0,1677.0,3418,13.04785894206549,32.141057934508815,2.4403159742539495,0.18665886483323582,Small,Low,Other,-0.6345340050377831
284,Ismartu India,MNC,8327.0,8267.0,245.0,2.9,9.0,44.0,685.0,531.0,4069,6.423357664233577,35.76642335766424,2.0464487589088227,0.060211354141066604,Small,Low,Other,-0.03905109489051084
285,Divis Laboratories,Murali K Divi,8293.0,7845.0,1600.0,19.3,3980.0,3.0,13611.0,13571.0,11107,0.02204099625303064,11.755198001616339,0.7466462591158729,0.14405329972089673,Small,Medium,Pharmaceuticals,6.376973771214459
286,KEI Industries,Anil Gupta,8241.0,8104.0,581.0,7.1,700.0,166.0,3338.0,3148.0,1794,4.973037747153984,17.405632115038948,4.593645484949833,0.3238573021181717,Small,Low,Other,1.328142600359497
287,United Breweries,MNC,8230.0,8123.0,410.0,5.0,214.0,102.0,4309.0,4178.0,1364,2.367138547226735,9.51496867022511,6.0337243401759535,0.30058651026392963,Small,Low,Other,1.2900905082385705
288,LT Foods,Gurucharan Dass Arora,8227.0,7772.0,593.0,7.2,50.0,917.0,4496.0,3372.0,1188,20.395907473309606,13.18950177935943,6.925084175084175,0.49915824915824913,Small,Low,Consumer Goods & Retail,-3.392758007117437
289,IRB Infrastructure Developers,Virendra Mhaiskar,8202.0,7409.0,606.0,7.4,1763.0,18653.0,42556.0,13745.0,4069,43.8316571106307,1.4240060156029701,2.0157286802654215,0.14893094126320963,Small,Low,Construction & Infrastructure,-10.592731459723659
290,SMFG India Credit Company,MNC,8083.0,8079.0,670.0,8.3,2265.0,38935.0,44778.0,5843.0,4069,86.95118138371521,1.4962704899727544,1.9864831653969035,0.16465962152863112,Small,Low,Banking & Financial Services,-23.25531243021126
291,Prism Johnson,Rajan Raheja Group,8034.0,7588.0,181.0,2.3,506.0,2234.0,4627.0,1389.0,10493,48.28182407607521,3.911821914847633,0.7656532926713047,0.017249594968073954,Small,Low,Other,-13.3944391614437
292,Ipca Laboratories,Premchand Godha,8028.0,7705.0,547.0,6.8,297.0,1438.0,9253.0,6332.0,17335,15.540905652220902,5.911596239057603,0.46310931641188346,0.031554658205941735,Small,Low,Pharmaceuticals,-2.1976202312763427
293,HCC,Ajit Gulabchand,8021.0,7007.0,478.0,6.0,513.0,2223.0,3611.0,-168.0,1049,61.56189421212961,13.237330379396289,7.646329837940896,0.45567206863679693,Small,Low,Other,-16.075408474106894
294,RPSG Ventures,RP-Sanjiv Goenka Group,7995.0,7951.0,-42.0,7.8,689.0,4211.0,11888.0,2667.0,106,35.422274562584114,-0.3532974427994616,75.4245283018868,-0.39622641509433965,Small,Low,Other,-7.982156796769851
295,Hudco,Govt of India,7948.0,7829.0,2117.0,26.6,387.0,73996.0,90608.0,16613.0,621,81.66607805050326,2.3364382835952675,12.798711755233494,3.4090177133655395,Small,High,Other,-16.172240420271937
296,Gemini Edibles & Fats India,MNC,7924.0,7433.0,362.0,5.0,6130.0,5501.0,7953.0,2452.0,4069,69.1688670941783,4.551741481202062,1.947407225362497,0.08896534775129024,Small,Low,Other,-18.705469634100336
297,PI Industries,Mayank Singhal,7888.0,7666.0,1682.0,21.3,2704.0,191.0,9118.0,8731.0,3670,2.094757622285589,18.447027856986182,2.1493188010899185,0.45831062670299727,Small,High,Other,6.489824522921693
298,Surya Roshni,J.P. Agarwal,7841.0,7809.0,329.0,4.2,46.0,16.0,2224.0,2166.0,5501,0.7194244604316548,14.793165467625899,1.425377204144701,0.05980730776222505,Small,Low,Other,1.6441726618705037
299,Jain Irrigation Systems,Bhavarlal Jain family,7832.0,7820.0,45.0,0.6,108.0,4049.0,9686.0,5442.0,2431,41.80260169316539,0.46458806524881274,3.2217194570135748,0.01851090086384204,Small,Low,Other,-12.049258723931448
300,Arvind,Sanjay Lalbhai,7815.0,7738.0,337.0,4.3,76.0,1448.0,5181.0,3543.0,2727,27.948272534259793,6.504535803898862,2.8657865786578656,0.12357902456912358,Small,Low,Other,-6.66145724763559
301,ITD Cementation India,MNC,7782.0,7718.0,274.0,3.5,896.0,889.0,2442.0,1494.0,4068,36.404586404586404,11.22031122031122,1.9129793510324484,0.06735496558505408,Small,Low,Construction & Infrastructure,-9.27358722358722
302,Deepak Nitrite,C.K. Mehta,7735.0,7682.0,811.0,10.5,465.0,286.0,5144.0,4797.0,1549,5.559875583203732,15.765940902021772,4.993544222078761,0.5235635894125242,Small,Medium,Other,2.115435458786936
303,Bajaj Holdings & Investment,Bajaj Group,7669.0,1702.0,7267.0,94.8,54.0,63.0,63034.0,54248.0,4069,0.09994606085604593,11.52869879747438,1.8847382649299582,1.7859424920127795,Small,Very High,Other,28.940761493796995
304,Varroc Engineering,Tarang Jain & Others,7650.0,7552.0,526.0,6.9,130.0,1390.0,2961.0,1497.0,2555,46.9436001350895,17.764268828098615,2.9941291585127203,0.20587084148727985,Small,Low,Construction & Infrastructure,-11.34901384667342
305,Brakes India,TVS-S. Viji,7580.0,7483.0,743.0,9.8,64.0,770.0,4150.0,3147.0,4069,18.55421686746988,17.903614457831328,1.8628655689358564,0.18260014745637748,Small,Low,Other,-1.9651084337349398
306,Crompton Greaves Consumer Electricals,Diversified,7498.0,7313.0,440.0,5.9,261.0,683.0,4340.0,3000.0,2238,15.737327188940093,10.138248847926267,3.350312779267203,0.1966041108132261,Small,Low,Power & Energy,-2.4364055299539173
307,Belrise Industries,Shrikant Badve,7495.0,7484.0,314.0,4.2,250.0,2504.0,4993.0,2340.0,4069,50.150210294412176,6.288804326056479,1.8419759154583435,0.07716883755222413,Small,Low,Other,-13.349272982175044
308,Electrosteel Castings,P.K. Khaitan,7472.0,7478.0,740.0,9.9,400.0,2332.0,7763.0,5113.0,2901,30.039933015586755,9.532397269096998,2.5756635642881767,0.25508445363667703,Small,Low,Metals & Mining,-5.541026664949116
309,Schaeffler India,MNC,7450.0,7251.0,899.0,12.1,1586.0,51.0,4872.0,4805.0,1695,1.0467980295566501,18.452380952380953,4.3952802359882,0.5303834808259587,Small,Medium,Other,4.050114942528736
310,Thomas Cook India,Fairfax Group,7436.0,7299.0,259.0,3.5,1188.0,418.0,3145.0,1452.0,2241,13.290937996820348,8.235294117647058,3.318161535029005,0.11557340473003123,Small,Low,Other,-2.3970270270270264
311,Sundaram Finance,TVS-S. Viji,7286.0,7274.0,1436.0,19.7,1503.0,52334.0,63412.0,11078.0,5822,82.53012048192771,2.2645556046174224,1.2514599793885264,0.2466506355204397,Small,Medium,Banking & Financial Services,-18.49900460480666
312,Go Digit General Insurance,"Fairfax, Kamesh Goyal",7269.0,7269.0,182.0,2.5,356.0,350.0,3070.0,2697.0,3970,11.400651465798045,5.928338762214984,1.8309823677581865,0.04584382871536524,Small,Low,Banking & Financial Services,-2.2284364820846903
313,JK Paper,JK Organisation,7262.0,7000.0,1122.0,15.5,73.0,2166.0,7623.0,5070.0,1662,28.414010232192048,14.71861471861472,4.3694344163658245,0.6750902527075813,Small,Medium,Other,-3.277915518824609
314,Cyient,BVR Mohan Reddy & Associates,7237.0,7147.0,683.0,9.4,984.0,788.0,5524.0,4258.0,12875,14.265025343953658,12.364228819695873,0.5620970873786407,0.05304854368932039,Small,Low,Other,-0.8765966690803771
315,Fortis Healthcare,MNC,7224.0,7176.0,599.0,8.3,598.0,1155.0,9859.0,7663.0,2593,11.715184095750077,6.075666903337053,2.7859622059390667,0.23100655611261087,Small,Low,Automobile,-0.5909108428846741
316,Aegis Logistics,RK Chandaria,7149.0,7046.0,569.0,8.0,1775.0,2665.0,7200.0,3894.0,368,37.01388888888889,7.902777777777778,19.42663043478261,1.546195652173913,Small,Low,Other,-8.196805555555555
317,Force Motors,Abhaykumar Firodia family,7138.0,6992.0,388.0,5.4,449.0,525.0,2818.0,2255.0,5729,18.63023420865862,13.76863023420866,1.2459417001221853,0.06772560656310002,Small,Low,Automobile,-3.361831085876507
318,Motilal Oswal Financial Services,"Motilal Oswal, Raamdeo Agrawal",7131.0,7069.0,2441.0,34.2,12071.0,13787.0,22556.0,8732.0,8240,61.12342613938642,10.821954247206952,0.8654126213592233,0.2962378640776699,Small,Very High,Other,-7.453557368327717
319,PNB Housing Finance,Govt of India,7057.0,7050.0,1508.0,21.4,2607.0,55017.0,69991.0,14974.0,2003,78.60582074838194,2.154562729493792,3.5232151772341487,0.7528706939590614,Small,High,Banking & Financial Services,-16.81120544069952
320,Jaiprakash Associates,Jaiprakash Gaur,7013.0,6568.0,-1340.0,7.8,907.0,15412.0,25733.0,-2594.0,4927,59.89196751253255,-5.207321338359305,1.423381367972397,-0.2719707732900345,Small,Low,Other,-15.424687366416666
321,Trident,Rajinder Gupta,6963.0,6809.0,350.0,5.0,531.0,2126.0,6444.0,4315.0,2297,32.991930477964,5.431409062693978,3.0313452329124946,0.15237265999129299,Small,Low,Other,-7.972470515207944
322,DLF,K.P. Singh family,6958.0,6427.0,2727.0,39.2,4384.0,4834.0,45502.0,39431.0,2507,10.623708847962728,5.993143158542481,2.775428799361787,1.087754287993618,Small,Very High,Other,9.012019691442134
323,Indian Hotels Co,Tata Group,6952.0,6769.0,1259.0,18.1,1486.0,2736.0,12979.0,9457.0,5756,21.080206487402727,9.700285075891825,1.2077831827658096,0.21872828353022933,Small,Medium,Other,-0.3771577163109628
324,JK Lakshmi Cement,JK Organisation,6944.0,6788.0,472.0,6.8,267.0,2084.0,5820.0,3187.0,1621,35.807560137457045,8.109965635738831,4.283775447254781,0.2911782850092535,Small,Low,Construction & Infrastructure,-8.23089347079038
325,Jaiprakash Power Ventures,Jaiprakash Gaur,6907.0,6763.0,1022.0,14.8,957.0,4223.0,15950.0,11468.0,1468,26.47648902821317,6.407523510971787,4.705040871934605,0.6961852861035422,Small,Medium,Power & Energy,-3.062796238244515
326,Whirlpool of India,MNC,6872.0,6830.0,217.0,3.2,2235.0,231.0,4365.0,3689.0,2364,5.292096219931271,4.971363115693013,2.906937394247039,0.09179357021996616,Small,Low,Other,-0.12579610538373415
327,India Infrastructure Finance Co.,Govt of India,6777.0,5942.0,1637.0,24.2,11544.0,59340.0,73326.0,13986.0,4069,80.92627444562638,2.2324959768704145,1.6655197837306464,0.4023101499139838,Small,High,Banking & Financial Services,-16.64174562910836
328,Jamnagar Utilities & Power,Mukesh Ambani,6770.0,4733.0,719.0,10.6,473.0,11833.0,47371.0,28521.0,4069,24.979417787253805,1.5178062527706826,1.6637994593266159,0.17670189235684444,Small,Medium,Power & Energy,-3.9814722087353025
329,Amber Enterprises India,Jasbir Singh,6756.0,6729.0,133.0,2.0,691.0,1539.0,3957.0,2064.0,2034,38.89310083396513,3.361132170836492,3.321533923303835,0.06538839724680433,Small,Low,Other,-10.665782158200656
330,Culver Max Entertainment,MNC,6726.0,6511.0,840.0,12.5,2796.0,0.0,9437.0,9118.0,4069,0.0,8.90113383490516,1.6529859916441385,0.2064389284836569,Small,Medium,Other,4.287278796227614
331,Jubilant Pharmova,Jubilant Bhartia Group,6718.0,6703.0,77.0,1.2,957.0,3664.0,9748.0,5434.0,3747,37.58719737382027,0.7899056216659827,1.792900987456632,0.020549773151854817,Small,Low,Other,-10.580726302831348
332,Oracle Fin. Services Software,MNC,6715.0,6373.0,2219.0,33.1,5538.0,43.0,8442.0,7859.0,7890,0.5093579720445391,26.285240464344945,0.8510773130544994,0.2812420785804816,Small,Very High,IT & Technology,10.734098554844822
333,Paul Merchants,Sat Paul Bansal,6675.0,6670.0,55.0,0.8,41.0,493.0,1062.0,565.0,402,46.42184557438795,5.178907721280603,16.604477611940297,0.13681592039800994,Small,Low,Other,-13.275254237288136
334,Jai Balaji Industries,Aditya Jajodia,6668.0,6414.0,880.0,13.2,91.0,473.0,2021.0,1504.0,4440,23.404255319148938,43.54280059376546,1.5018018018018018,0.1981981981981982,Small,Medium,Other,-1.8814151410192976
335,RR Kabel,Kabra family,6656.0,6595.0,298.0,4.5,99.0,360.0,2202.0,1829.0,2776,16.348773841961854,13.533151680290645,2.397694524495677,0.10734870317002881,Small,Low,Other,-2.9749772933696645
336,FSN E-Commerce Ventures,Nayar family,6616.0,6386.0,32.0,0.5,240.0,969.0,2332.0,1262.0,311,41.55231560891938,1.3722126929674099,21.273311897106108,0.10289389067524116,Small,Low,Other,-11.967667238421953
337,Bombay Dyeing,Nusli Wadia,6613.0,1688.0,2949.0,44.6,479.0,3.0,2022.0,1874.0,424,0.1483679525222552,145.84569732937683,15.596698113207546,6.955188679245283,Small,Very High,Other,16.599782393669635
338,Suzlon Energy,Tulsi Tanti,6612.0,6529.0,660.0,10.0,427.0,150.0,4254.0,3920.0,5969,3.5260930888575457,15.514809590973202,1.1077232367230692,0.11057128497235717,Small,Low,Power & Energy,2.5725434884814296
339,Lloyds Metals & Energy,Mukesh Gupta family,6594.0,6522.0,1243.0,18.9,287.0,33.0,2869.0,2811.0,1402,1.1502265597769257,43.3252004182642,4.703281027104137,0.8865905848787446,Small,Medium,Metals & Mining,6.511443011502265
340,Muthoot Fincorp,Muthoot Pappachan Group,6585.0,6580.0,1048.0,15.9,3193.0,31745.0,37542.0,4334.0,4069,84.55862767034255,2.7915401417079537,1.6183337429343818,0.2575571393462767,Small,Medium,Other,-20.224747216450908
341,PCBL,RP-Sanjiv Goenka Group,6527.0,6420.0,491.0,7.5,385.0,4983.0,8288.0,3247.0,1003,60.123069498069505,5.924227799227799,6.507477567298106,0.48953140578265203,Small,Low,Other,-15.359145752895754
342,Electronics Mart India,Pavan Kumar Bajaj,6491.0,6285.0,184.0,2.8,85.0,1570.0,2940.0,1370.0,4435,53.40136054421769,6.258503401360545,1.4635851183765503,0.041488162344983086,Small,Low,Other,-14.749455782312925
343,Aarti Industries,Chandrakant Gogri,6474.0,6372.0,416.0,6.4,130.0,3242.0,8708.0,5290.0,2686,37.230133210840606,4.777216352779054,2.4102755026061056,0.1548771407297096,Small,Low,Other,-8.850509875976114
344,Mahanagar Gas,Govt of India,6465.0,6290.0,1276.0,19.7,426.0,141.0,5325.0,5130.0,532,2.647887323943662,23.96244131455399,12.152255639097744,2.398496240601504,Small,Medium,Oil & Gas,5.910882629107981
345,Ujjivan Small Finance Bank,Diversified,6464.0,5677.0,1281.0,19.8,2537.0,33633.0,40440.0,5614.0,22566,83.16765578635015,3.1676557863501484,0.28644863954621996,0.05676681733581494,Small,Medium,Banking & Financial Services,-18.634396636993074
346,Balrampur Chini Mills,Vivek Saraogi,6463.0,5594.0,534.0,8.3,3.0,2009.0,5421.0,3401.0,6056,37.059583102748576,9.850581073602656,1.0672060766182299,0.0881770145310436,Small,Low,Other,-8.1307526286663
347,Ford India,MNC,6451.0,5171.0,344.0,5.3,897.0,1435.0,3506.0,1911.0,4069,40.929834569309754,9.811751283513976,1.5854018186286556,0.08454165642664045,Small,Low,Other,-10.141545921277809
348,Alembic Pharmaceuticals,Chirayu Amin,6400.0,6229.0,616.0,9.6,127.0,513.0,5441.0,4818.0,14858,9.428413894504686,11.321448263186914,0.43074438013191546,0.041459146587696866,Small,Low,Pharmaceuticals,0.5825730564234518
349,Polyplex Corporation,Sanjiv Saraf,6397.0,6307.0,38.0,0.6,706.0,748.0,6589.0,3511.0,548,11.352253756260435,0.5767187737137653,11.673357664233576,0.06934306569343066,Small,Low,Other,-2.8927120959174384
350,ISGEC Heavy Engineering,Ranjit Puri,6387.0,6219.0,244.0,3.8,192.0,814.0,3700.0,2523.0,2979,22.0,6.594594594594596,2.1440080563947634,0.08190668009399127,Small,Low,Construction & Infrastructure,-5.017729729729729
351,Bank of America,MNC,6360.0,5617.0,1881.0,29.6,8304.0,76137.0,106784.0,19376.0,4069,71.30000749175906,1.7614998501648187,1.5630376013762595,0.46227574342590316,Small,High,Banking & Financial Services,-12.159219358705421
352,Haier Appliances India,MNC,6319.0,6305.0,156.0,2.5,482.0,208.0,2902.0,2104.0,4069,7.167470709855273,5.375603032391455,1.552961415581224,0.038338658146964855,Small,Low,Other,-0.9595106822880771
353,Jayaswal Neco Inds.,Arbind Jayaswal,6316.0,5934.0,210.0,3.3,140.0,3214.0,5523.0,2263.0,4261,58.19301104472208,3.802281368821293,1.4822811546585308,0.0492842055855433,Small,Low,Other,-16.086787977548436
354,Equitas Small Finance Bank,Diversified,6285.0,5486.0,799.0,12.7,3579.0,37917.0,45319.0,5969.0,22873,83.66689467993557,1.763057437277963,0.27477812267739254,0.03493201591395969,Small,Medium,Banking & Financial Services,-20.939012555440325
355,Kirloskar Industries,Kirloskar Group,6284.0,6396.0,200.0,3.2,115.0,1241.0,7979.0,4991.0,4069,15.5533274846472,2.5065797719012406,1.5443597935610716,0.049152125829442124,Small,Low,Other,-3.3529840832184483
356,PVR Inox,Bijli & Pavan Jain families,6264.0,6107.0,-32.0,7.8,404.0,8304.0,15717.0,7324.0,4650,52.83451040274861,-0.20360119615702743,1.3470967741935485,-0.006881720430107527,Small,Low,Other,-13.209284214544759
357,Bajaj Hindusthan Sugar,Shishir Bajaj,6239.0,6104.0,-86.0,7.8,52.0,3828.0,8444.0,4475.0,7374,45.33396494552345,-1.0184746565608715,0.8460808245185788,-0.011662598318416057,Small,Low,Other,-10.979327333017528
358,Black Box,Essar Group,6192.0,6282.0,138.0,2.2,223.0,712.0,1308.0,481.0,373,54.43425076452599,10.550458715596331,16.60053619302949,0.3699731903485255,Small,Low,Other,-15.125168195718654
359,Pepsico India Holdings,MNC,6148.0,5954.0,217.0,3.5,1065.0,86.0,4281.0,3733.0,4069,2.0088764307404814,5.068909133380052,1.5109363479970508,0.053330056524944706,Small,Low,Other,0.8984699836486802
360,Philips India,MNC,6138.0,6000.0,258.0,4.2,273.0,401.0,2382.0,1490.0,4069,16.834592779177164,10.831234256926953,1.5084787417055787,0.06340624231998034,Small,Low,Other,-3.250831234256928
